OSEBuildingID,DataYear,BuildingName,BuildingType,Address,ZipCode,Latitude,Longitude,Neighborhood,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,SteamUse(kBtu),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,GHGIntensityCluster
173,2022,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),NonResidential,6901 SAND POINT WAY NE,98115,47.67836,-122.26442,NORTHEAST,2002,2,1,96300,,69.80000305,175.6000061,Office,0.0,Compliant,No Issue,5630168.0,1093120.0,0.83,2
174,2022,CSC Vehicle Maintenance (E),Nonresidential COS,805 S DEARBORN ST,98134,47.59545,-122.32146,GREATER DUWAMISH,1950,1,1,67356,,78.90000153,131.8000031,Other,0.0,Compliant,No Issue,1897003.0,3450510.0,2.83,3
175,2022,GARFIELD HIGH (SPS-DISTRICT),SPS-District K-12,400 23RD AVE,98122,47.60598,-122.30156,CENTRAL,2008,3,1,254523,59.0,56.20000076,102.8000031,K-12 School,0.0,Compliant,No Issue,6387100.0,7970370.0,1.76,3
176,2022,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,9709 60TH AVE S,98118,47.51482,-122.25864,SOUTHEAST,2001,3,1,78804,49.0,52.79999924,90.59999847,K-12 School,0.0,Compliant,No Issue,1585945.0,2573490.0,1.81,3
177,2022,MADRONA SCHOOL (SPS-DISTRICT),SPS-District K-12,1121 33RD AVE,98122,47.61224,-122.29087,CENTRAL,2002,3,1,66994,50.0,46.20000076,101.6999969,K-12 School,0.0,Compliant,No Issue,2070723.0,1074590.0,0.97,2
178,2022,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),SPS-District K-12,8311 BEACON AVE S,98118,47.52915,-122.28904,GREATER DUWAMISH,2000,3,1,103166,59.0,48.70000076,87.09999847,K-12 School,0.0,Compliant,No Issue,2121871.0,2898900.0,1.57,3
179,2022,UNION GOSPEL MISSION ASSN - ADMIN BUILDING,NonResidential,3800 S OTHELLO ST,98118,47.53827,-122.28406,GREATER DUWAMISH,1958,1,1,54765,,52.83051646693396,114.97467933940187,Worship Facility,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",3176219.0,0.0,0.22,0
180,2022,UNION GOSPEL MISSION ASSN / HOPE PLACE,NonResidential,3802 S OTHELLO ST,98118,47.53722,-122.284,GREATER DUWAMISH,2009,5,1,89821,,52.83051646693396,114.97467933940187,Other - Lodging/Residential,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",76785.0,0.0,1.1289082462253193,2
182,2022,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,NonResidential,3469 3RD AVE W,98119,47.65147,-122.36122,MAGNOLIA / QUEEN ANNE,1980,2,1,52611,,108.6999969,187.1999969,College/University,0.0,Compliant,No Issue,2194683.0,3525130.0,3.72,3
183,2022,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",Multifamily LR (1-4),362 W EMERSON ST,98119,47.65068,-122.36331,MAGNOLIA / QUEEN ANNE,2001,4,1,135520,88.0,43.79999924,91.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,2386596.0,1658700.0,1.05,2
185,2022,NATHAN HALE HIGH (SPS-DISTRICT),SPS-District K-12,10750 30TH AVE NE,98125,47.70763,-122.29453,NORTH,2011,2,1,236758,60.0,50.20000076,86.90000153,K-12 School,0.0,Compliant,No Issue,4771238.0,7521520.0,1.76,3
189,2022,GREENWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,144 NW 80TH ST,98117,47.68725,-122.35996,NORTHWEST,2002,3,1,62526,57.0,47.5,87.19999695,K-12 School,0.0,Compliant,No Issue,1295730.0,1594770.0,1.43,2
190,2022,WEBSTER ST BUILDING (CEDAR GROVE),NonResidential,7343 E MARGINAL WAY S,98108,47.536,-122.31768,GREATER DUWAMISH,2007,3,1,64015,53.0,47.29999924,107.0,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,1985821.0,882890.0,0.85,2
194,2022,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,Campus,401 NE NORTHGATE WAY,98125,47.70759,-122.3255,NORTH,1951,1,1,530039,100.0,11.69999981,26.89999962,Retail Store,0.0,Compliant,No Issue,4417561.0,1804490.0,0.21,0
198,2022,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,4800 SAND POINT WAY NE,98105,47.66231,-122.28146,NORTHEAST,1953,10,10,879000,25.0,266.7000122,486.1000061,Hospital (General Medical & Surgical),0.0,Compliant,No Issue,105685028.0,133612800.0,8.53,3
200,2022,Verity Credit Union,NonResidential,11027 MERIDIAN AVE N,98133,47.70956,-122.3345,NORTHWEST,1996,3,1,55442,81.0,81.80000305,160.3000031,Financial Office,0.0,Compliant,No Issue,1583973.0,1466600.0,2.15,3
205,2022,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,1418 NW 65TH ST,98117,47.67661,-122.37489,BALLARD,1999,2,1,242795,64.0,41.20000076,97.80000305,K-12 School,0.0,Compliant,No Issue,8297107.0,1998940.0,0.57,1
209,2022,SEATTLE UNIVERSITY - Madison Building (MADI),NonResidential,1125 12TH AVE,98122,47.61239,-122.31708,EAST,1910,5,1,84870,,22.20000076,40.0,Self-Storage Facility,0.0,Compliant,No Issue,803576.0,1075080.0,0.71,1
211,2022,NORTH SEATTLE COLLEGE - CAMPUS,Campus,9600 COLLEGE WAY N,98103,47.69936,-122.33401,NORTHWEST,1970,2,11,694072,,49.70000076,118.6999969,College/University,0.0,Compliant,No Issue,24848542.0,7607170.0,0.86,2
212,2022,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3928 S GRAHAM ST,98118,47.54632,-122.28198,SOUTHEAST,1952,2,1,173185,48.0,64.5,84.80000305,K-12 School,0.0,Compliant,No Issue,1666390.0,9404960.0,2.92,3
214,2022,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,5950 DELRIDGE WAY SW,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1963,1,1,145341,60.0,58.79999924,85.80000305,K-12 School,0.0,Compliant,No Issue,1645303.0,5377840.0,2.01,3
216,2022,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,8815 SEWARD PARK AVE S,98118,47.52407,-122.26586,SOUTHEAST,1960,2,1,184125,72.0,48.20000076,75.90000153,K-12 School,0.0,Compliant,No Issue,2734551.0,6408700.0,1.91,3
217,2022,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,9201 15TH AVE NW,98117,47.69675,-122.3776,BALLARD,1959,1,1,160270,76.0,48.79999924,68.80000305,K-12 School,0.0,Compliant,No Issue,1458589.0,5609810.0,1.89,3
220,2022,Terreno 1st Ave South,NonResidential,4786 1ST AVE S,98134,47.55901,-122.33328,GREATER DUWAMISH,1937,1,1,234144,91.0,20.0,27.89999962,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,918143.0,3774990.0,0.87,2
223,2022,WESTWOOD VILLAGE - BLDG A,NonResidential,2600 SW BARTON ST,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1966,1,1,64984,100.0,11.39999962,31.89999962,Retail Store,0.0,Compliant,No Issue,740126.0,0.0,0.04,0
224,2022,WESTWOOD VILLAGE - BLDG B,NonResidential,2600 SW BARTON ST,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1965,1,1,67745,100.0,12.60000038,35.20000076,Retail Store,0.0,Compliant,No Issue,851477.0,0.0,0.05,0
225,2022,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,2500 SW THISTLE ST,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,2010,2,1,367884,71.0,44.79999924,83.19999695,K-12 School,0.0,Compliant,No Issue,7715098.0,8978840.0,1.38,2
226,2022,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,9450 30TH AVE SW,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1958,1,1,46797,81.0,54.70000076,75.09999847,K-12 School,0.0,Compliant,No Issue,440482.0,1952610.0,2.25,3
227,2022,WASHINGTON MIDDLE (SPS-DISTRICT),SPS-District K-12,2101 S JACKSON ST,98144,47.59796,-122.30415,CENTRAL,1963,3,1,136188,71.0,48.90000153,77.19999695,K-12 School,0.0,Compliant,No Issue,2110142.0,4860560.0,1.95,3
229,2022,MARTIN LUTHER KING JR (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,6725 45TH AVE S,98118,47.54174,-122.27691,SOUTHEAST,2004,2,1,67371,59.0,45.59999847,81.0,K-12 School,0.0,Compliant,No Issue,1336962.0,1883370.0,1.56,3
230,2022,U-HAUL RENTALS & MINI-STORAGE,NonResidential,6343 35TH AVE SW,98126,47.54508,-122.37737,SOUTHWEST,1969,2,1,52088,,26.5,42.0,Self-Storage Facility,0.0,Compliant,No Issue,420456.0,962230.0,1.01,2
231,2022,HAMILTON MIDDLE (SPS-DISTRICT),SPS-District K-12,1610 N 41ST ST,98103,47.65708,-122.33803,LAKE UNION,2010,3,1,127776,38.0,46.0,100.5,K-12 School,0.0,Compliant,No Issue,3823587.0,2069090.0,0.97,2
232,2022,SILVER CLOUD INN LAKE UNION,NonResidential,1150 FAIRVIEW AVE N,98109,47.62972,-122.32906,LAKE UNION,1998,5,1,123920,99.0,58.29999924,92.5,Hotel,0.0,Compliant,No Issue,1681977.0,3791170.0,2.21,3
233,2022,ARMORY BUILDING (MOHAI),Nonresidential COS,860 TERRY AVE N,98109,47.62759,-122.33661,LAKE UNION,1900,1,1,52690,,154.8000031,273.1000061,Museum,0.0,Compliant,No Issue,3331199.0,4822750.0,5.1,3
235,2022,COURTYARD BY MARRIOTT - SEATTLE,NonResidential,925 WESTLAKE AVE N,98109,47.62782,-122.34045,MAGNOLIA / QUEEN ANNE,1998,7,1,207656,86.0,75.30000305,149.3999939,Hotel,0.0,Compliant,No Issue,5687401.0,4979300.0,1.87,3
237,2022,WHITTIER ELEMENTARY (SPS-DISTRICT),SPS-District K-12,7501 13TH AVE NW,98117,47.68359,-122.37308,BALLARD,1999,2,1,67235,42.0,53.90000153,98.69999695,K-12 School,0.0,Compliant,No Issue,1650296.0,2050760.0,1.71,3
238,2022,SEATTLE CITY LIGHT NORTH SERVICE CENTER (NSC),Nonresidential COS,9700 STONE AVE N,98103,47.70044,-122.34136,NORTHWEST,1957,2,1,91130,32.0,86.69999695,211.8000031,Office,0.0,Compliant,No Issue,6505906.0,1668940.0,1.25,2
239,2022,GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,4320 SW MYRTLE ST,98136,47.54025,-122.3885,SOUTHWEST,1991,3,1,58118,73.0,31.10000038,70.40000153,K-12 School,0.0,Compliant,No Issue,1262697.0,555100.0,0.59,1
241,2022,HOTEL NEXUS - NORTHGATE,NonResidential,2140 N NORTHGATE WAY,98133,47.70916,-122.33216,NORTHWEST,1968,4,1,64892,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
242,2022,OLYMPIC VIEW (SPS-DISTRICT),SPS-District K-12,504 NE 95TH ST,98115,47.69823,-122.32126,NORTH,1989,2,1,52792,80.0,23.89999962,66.90000153,K-12 School,0.0,Compliant,No Issue,1325765.0,0.0,0.1,0
243,2022,VAN ASSELT (OLD) SCHOOL (SPS-DISTRICT),SPS-District K-12,7201 BEACON AVE S,98108,47.53809,-122.29591,GREATER DUWAMISH,1925,1,1,70762,54.0,55.59999847,78.69999695,K-12 School,0.0,Compliant,No Issue,941957.0,3584180.0,2.74,3
245,2022,CENTURYLINK FIELD-STADIUM,NonResidential,800 OCCIDENTAL AVE S,98104,47.59544,-122.33159,GREATER DUWAMISH,1999,6,1,1913640,,44.70000076,106.0,Stadium (Open),0.0,Compliant,No Issue,53530322.0,17305659.0,0.71,1
247,2022,CITY LIGHT - SOUTH SERVICE CENTER BLDG A,Nonresidential COS,400 S SPOKANE ST,98134,47.57199,-122.32811,GREATER DUWAMISH,1924,2,1,179161,,51.90000153,131.6000061,Other - Utility,0.0,Compliant,No Issue,7965324.0,1410580.0,0.59,1
248,2022,CITY LIGHT - SOUTH SERVICE CENTER BLDG B,Nonresidential COS,400 S SPOKANE ST,98134,47.57199,-122.32811,GREATER DUWAMISH,1965,2,1,58640,,63.70000076,178.5,Other - Utility,0.0,Compliant,No Issue,3737781.0,0.0,0.24,0
249,2022,T-MOBILE PARK (SAFECO FIELD),NonResidential,1250 1ST AVE S,98134,47.59085,-122.33354,GREATER DUWAMISH,1999,3,1,1172127,,40.09999847,112.1999969,Other - Entertainment/Public Assembly,0.0,Compliant,No Issue,46984366.0,0.0,0.15,0
250,2022,SILVER CLOUD INN SEATTLE,NonResidential,1046 1ST AVE S,98134,47.59269,-122.33372,GREATER DUWAMISH,2005,9,1,168449,95.0,44.0,107.4000015,Hotel,0.0,Compliant,No Issue,5387190.0,1379520.0,0.61,1
253,2022,PORT OF SEATTLE- TERMINAL 30 (CAMPUS),Campus,1901 E MARGINAL WAY S,98134,47.58405,-122.34223,GREATER DUWAMISH,2003,2,2,68640,,96.69999695,234.6999969,Mixed Use Property,0.0,Compliant,No Issue,7085516.0,1908520.0,1.87,3
257,2022,Harbor Island Studios - KING COUNTY,NonResidential,3235 16TH AVE SW,98134,47.57507,-122.35747,GREATER DUWAMISH,1916,4,1,79600,55.0,21.10000038,59.0,Other,0.0,Compliant,No Issue,1889225.0,0.0,0.09,0
260,2022,LINCOLN HIGH (SPS-DISTRICT),SPS-District K-12,4400 INTERLAKE AVE N,98103,47.65996,-122.33962,LAKE UNION,1997,4,1,241066,90.0,33.0,56.5,K-12 School,0.0,Compliant,No Issue,3252350.0,5342150.0,1.23,2
261,2022,BOEING SOUTH PARK CAMPUS REPORT,Campus,1420 S TRENTON ST,98108,47.52429,-122.31234,GREATER DUWAMISH,1980,2,16,334368,,134.8000031,344.5,Mixed Use Property,0.0,Compliant,No Issue,42428800.0,6888500.0,1.75,3
263,2022,THORNTON CINEMA BUILDING & PARKING GARAGE,NonResidential,301 NE 103RD ST,98125,47.70281,-122.32532,NORTH,2008,6,1,423569,,52.83051646693396,114.97467933940187,Parking,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",5223646.0,0.0,0.23,0
264,2022,TRIBECA CONDOS & STORE,NonResidential,516 1ST AVE W,98119,47.6239,-122.35756,MAGNOLIA / QUEEN ANNE,2002,4,1,82061,,92.5,244.0,Mixed Use Property,0.0,Compliant,No Issue,9298212.0,948290.0,2.01,3
265,2022,2024 THIRD AVE/YWCA,Multifamily MR (5-9),2024 3RD AVE,98121,47.61316,-122.34153,DOWNTOWN,2003,7,1,116947,,74.40000153,136.1000061,Multifamily MR (5-9),0.0,Compliant,No Issue,4164165.0,5190220.0,2.49,3
266,2022,WEST SEATTLE FOOD BANK,Multifamily LR (1-4),3419 SW MORGAN ST,98126,47.54448,-122.37603,DELRIDGE NEIGHBORHOODS,2007,4,1,52134,40.0,44.40000153,124.3000031,Multifamily LR (1-4),0.0,Compliant,No Issue,1940784.0,0.0,0.2,0
267,2022,PINE ST. CONDO-ELLIOTT GRAND HYATT SEATTLE,NonResidential,721 PINE ST,98101,47.61275,-122.3333,DOWNTOWN,1999,0,1,838117,,108.6999969,259.2000122,Mixed Use Property,0.0,Compliant,No Issue,39142942.0,12144960.0,0.95,2
268,2022,SWEDISH MEDICAL CENTER CHERRY HILL - CAMPUS,Campus,500 17TH AVE,98122,47.60705,-122.30966,CENTRAL,1990,5,4,597519,67.0,223.6000061,390.2999878,Hospital (General Medical & Surgical),0.0,Compliant,No Issue,55227178.0,83703538.0,7.79,3
273,2022,HIGHLAND PARK SCHOOL (SPS-DISTRICT),SPS-District K-12,1012 SW TRENTON ST,98106,47.52518,-122.34828,DELRIDGE NEIGHBORHOODS,1999,1,1,71714,49.0,44.79999924,99.09999847,K-12 School,0.0,Compliant,No Issue,2144764.0,1091580.0,0.92,2
274,2022,PUBLIC STORAGE (STORE 27020),NonResidential,3616 STONE WAY N,98103,47.65097,-122.34227,LAKE UNION,1991,3,1,75397,,9.100000381,23.29999924,Self-Storage Facility,0.0,Compliant,No Issue,530095.0,79900.0,0.09,0
276,2022,HARBORVIEW MEDICAL CENTER - Campus,Campus,325 9TH AVE,98104,47.60399,-122.32377,EAST,2000,8,8,1926841,82.0,185.0,356.1000061,Hospital (General Medical & Surgical),130962552.0,Compliant,No Issue,113899179.0,5889840.0,5.89,3
278,2022,ID VILLAGE SQUARE 1,NonResidential,802 S DEARBORN ST,98134,47.59626,-122.3218,DOWNTOWN,1999,5,1,102796,,91.59999847,214.3000031,Other,0.0,Not Compliant,Default Data,6942137.0,2471580.0,1.75,3
279,2022,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3000 CALIFORNIA AVE SW,98116,47.57678,-122.38459,SOUTHWEST,2002,2,1,208981,70.0,46.90000153,91.5,K-12 School,0.0,Compliant,No Issue,5050487.0,4750980.0,1.3,2
280,2022,THE WINTONIA,Multifamily MR (5-9),1431 MINOR AVE,98101,47.6136,-122.32785,EAST,1909,6,1,51976,52.0,79.90000153,139.8000031,Multifamily MR (5-9),0.0,Compliant,No Issue,1607834.0,2414360.0,2.59,3
281,2022,UNIVERSITY HEIGHTS CENTER,NonResidential,5031 UNIVERSITY WAY NE,98105,47.66568,-122.31368,NORTHEAST,1928,2,1,55653,,26.70000076,42.09999847,Social/Meeting Hall,0.0,Compliant,No Issue,446451.0,1033710.0,1.02,2
282,2022,HOTEL DECA,NonResidential,4507 BROOKLYN AVE NE,98105,47.66151,-122.31457,NORTHEAST,1931,16,1,106860,93.0,75.69999695,126.5999985,Hotel,0.0,Compliant,No Issue,2881164.0,5205550.0,2.69,3
283,2022,LAKE CITY CENTER,NonResidential,12360 LAKE CITY WAY NE,98125,47.71895,-122.29475,NORTH,1972,5,1,50759,25.0,74.30000305,159.3999939,Office,0.0,Compliant,No Issue,2361911.0,1408390.0,1.65,3
284,2022,UNIVERSITY CONGREGATIONAL CHURCH,NonResidential,4515 16TH AVE NE,98105,47.66182,-122.31113,NORTHEAST,1952,2,1,56772,35.0,50.59999847,87.19999695,Worship Facility,0.0,Compliant,No Issue,1102554.0,1772850.0,1.73,3
285,2022,UNIVERSITY PRESBYTERIAN CHURCH,NonResidential,4550 15TH AVE NE,98105,47.6626,-122.31164,NORTHEAST,1952,3,1,87250,59.0,28.10000038,78.0,Worship Facility,0.0,Compliant,No Issue,2420173.0,28850.0,0.12,0
286,2022,ROOSEVELT HIGH (SPS-DISTRICT),SPS-District K-12,1410 NE 66TH ST,98115,47.67723,-122.31281,NORTHEAST,2006,3,1,269297,80.0,39.5,81.59999847,K-12 School,0.0,Compliant,No Issue,6292738.0,4554420.0,0.99,2
287,2022,BRYANT ELEMENTARY (SPS-DISTRICT),SPS-District K-12,3311 NE 60TH ST,98115,47.67184,-122.29221,NORTHEAST,2001,3,1,75174,53.0,45.0,85.09999847,K-12 School,0.0,Compliant,No Issue,1715353.0,1857770.0,1.4,2
289,2022,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,2424 7TH AVE W,98119,47.64052,-122.3656,MAGNOLIA / QUEEN ANNE,2003,3,1,75214,45.0,45.29999924,88.5,K-12 School,0.0,Compliant,No Issue,2032987.0,1899830.0,1.45,2
290,2022,MADISON MIDDLE (SPS-DISTRICT),SPS-District K-12,3429 45TH AVE SW,98116,47.57298,-122.39028,SOUTHWEST,2005,3,1,166017,79.0,28.10000038,71.0,K-12 School,0.0,Compliant,No Issue,3781711.0,700020.0,0.31,0
291,2022,THURGOOD MARSHALL (SPS-DISTRICT),SPS-District K-12,2401 S IRVING ST,98144,47.59096,-122.29985,CENTRAL,1991,2,1,64414,35.0,42.90000153,120.0999985,K-12 School,0.0,Compliant,No Issue,2722167.0,0.0,0.16,0
292,2022,"MARSHALL, JOHN (SPS-DISTRICT)",SPS-District K-12,520 NE RAVENNA BLVD,98115,47.67725,-122.32232,NORTHWEST,1927,3,1,92437,33.0,77.09999847,97.80000305,K-12 School,0.0,Compliant,No Issue,849963.0,5925090.0,3.44,3
293,2022,ACT THEATER,NonResidential,700 UNION ST,98101,47.61103,-122.33238,DOWNTOWN,1914,7,1,166570,,52.83051646693396,114.97467933940187,Other - Entertainment/Public Assembly,0.0,Not Compliant,Missing EUI or Utility Data,3589417.256894049,0.0,1.1289082462253193,2
294,2022,YWCA Women's Residence,NonResidential,1118 5TH AVE,98101,47.6079,-122.33266,DOWNTOWN,1913,9,1,107572,86.0,37.59999847,76.30000305,Residence Hall/Dormitory,1850780.0,Compliant,No Issue,1974073.0,0.0,1.46,2
295,2022,CENTURYLINK: 3RD AVE 3-D,NonResidential,1122 3RD AVE,98101,47.60699,-122.33481,DOWNTOWN,1955,15,1,208328,,258.7000122,724.4000244,Other,0.0,Compliant,No Issue,52518186.0,0.0,0.97,2
296,2022,Youngstown Cultural Arts Center/Cooper School Artist Lofts,Multifamily LR (1-4),4408 DELRIDGE WAY SW,98106,47.56379,-122.36301,DELRIDGE NEIGHBORHOODS,1917,4,1,56617,,32.20000076,73.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1279637.0,541490.0,0.59,1
297,2022,LAKE CITY COURT,Multifamily MR (5-9),12730 33RD AVE NE,98125,47.72217,-122.29182,NORTH,2009,6,1,56745,55.0,60.09999847,133.1000061,Multifamily MR (5-9),0.0,Compliant,No Issue,1746412.0,879160.0,0.94,2
299,2022,OTHELLO BUILDING,Multifamily LR (1-4),3815 S OTHELLO ST,98118,47.53685,-122.28406,GREATER DUWAMISH,2003,4,1,67920,,53.20000076,142.6999969,Multifamily LR (1-4),0.0,Compliant,No Issue,2183232.0,154330.0,0.24,0
300,2022,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,5511 15TH AVE S,98108,47.55237,-122.31391,GREATER DUWAMISH,2007,3,1,204961,90.0,31.70000076,65.19999695,K-12 School,0.0,Compliant,No Issue,4003402.0,2943470.0,0.84,2
302,2022,WA ARMY NATIONAL GUARD,Nonresidential WA,1601 W ARMORY WAY,98119,47.63781,-122.37846,MAGNOLIA / QUEEN ANNE,1973,1,1,76086,41.0,45.40000153,81.30000305,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,1495791.0,2033450.0,1.49,3
313,2022,ELLIOTT PARK BUILDING,NonResidential,201 ELLIOTT AVE W,98119,47.61972,-122.36033,MAGNOLIA / QUEEN ANNE,1927,5,1,190000,,198.3000031,415.1000061,Mixed Use Property,0.0,Compliant,No Issue,18301013.0,12381940.0,4.82,3
314,2022,EDGEWATER INN,NonResidential,2411 ALASKAN WAY,98121,47.61235,-122.3518,DOWNTOWN,1961,4,1,122309,14.0,200.1999969,299.2999878,Hotel,0.0,Compliant,No Issue,6227354.0,18263109.0,8.13,3
315,2022,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,Campus,2201 ALASKAN WAY,98121,47.61137,-122.34947,DOWNTOWN,1995,3,3,217088,,190.6999969,387.7000122,Mixed Use Property,0.0,Compliant,No Issue,23255042.0,18149791.0,4.85,3
316,2022,SEATTLE WATERFRONT MARRIOTT,NonResidential,2100 ALASKAN WAY,98121,47.61069,-122.34653,DOWNTOWN,2003,8,1,293030,59.0,86.59999847,166.5,Hotel,0.0,Compliant,No Issue,10975459.0,11049000.0,2.47,3
317,2022,SEATTLE AQUARIUM,Nonresidential COS,1421 ALASKAN WAY,98101,47.60729,-122.34211,DOWNTOWN,1980,2,1,53365,,233.5,541.7000122,Other - Entertainment/Public Assembly,0.0,Compliant,No Issue,11757472.0,4450080.0,5.27,3
318,2022,PIER 54,NonResidential,1003 ALASKAN WAY,98104,47.6041,-122.33958,DOWNTOWN,1900,1,1,62900,,173.8000031,290.6000061,Mixed Use Property,0.0,Compliant,No Issue,4061484.0,7367290.0,6.47,3
319,2022,DAILY JOURNAL BUILDING,NonResidential,83 COLUMBIA ST,98104,47.60271,-122.33557,DOWNTOWN,1914,4,1,46620,88.0,37.59999847,71.40000153,Office,851741.0,Compliant,No Issue,653824.0,0.0,1.53,3
320,2022,BMW SEATTLE - SERVICE CENTER,NonResidential,900 MAYNARD AVE S,98134,47.59486,-122.32455,GREATER DUWAMISH,2008,4,1,203504,97.0,15.89999962,38.5,Other,0.0,Compliant,No Issue,2544032.0,686150.0,1.05,2
322,2022,KIRO-TV,NonResidential,2807 3RD AVE,98121,47.61757,-122.35122,DOWNTOWN,1968,3,1,100734,21.0,121.8000031,341.1000061,Office,0.0,Compliant,No Issue,9016005.0,0.0,0.47,0
323,2022,GRANGE OFFICE PLAZA,NonResidential,200 CEDAR ST,98121,47.61703,-122.35012,DOWNTOWN,1981,4,1,77662,73.0,64.30000305,150.1999969,Office,0.0,Compliant,No Issue,2935290.0,1058580.0,1.14,2
324,2022,FOURTH & BATTERY BUILDING,NonResidential,2401 4TH AVE,98121,47.61619,-122.34599,DOWNTOWN,1978,12,1,234000,57.0,63.90000153,169.6000061,Office,0.0,Compliant,No Issue,12258787.0,1113480.0,0.5,0
325,2022,WESTLAKE MALL RETAIL PORTION,NonResidential,400 PINE ST,98101,47.61192,-122.33717,DOWNTOWN,1989,4,1,111077,,95.90000153,240.3000031,Enclosed Mall,0.0,Compliant,No Issue,13259738.0,2696440.0,1.75,3
326,2022,WESTLAKE TOWER,NonResidential,1601 5TH AVE,98101,47.61192,-122.33717,DOWNTOWN,1989,25,1,516342,78.0,37.20000076,104.1999969,Office,0.0,Compliant,No Issue,14503143.0,0.0,0.14,0
327,2022,NORDSTROM DOWNTOWN,NonResidential,500 PINE ST,98101,47.61229,-122.33629,DOWNTOWN,1925,10,1,693450,84.0,56.59999847,152.8999939,Retail Store,1194.0,Compliant,No Issue,37035929.0,2231380.0,0.38,0
328,2022,CENTURYLINK: SEATTLE BELL PLAZA,NonResidential,1600 7TH AVE,98101,47.61316,-122.3343,DOWNTOWN,1976,33,1,791396,85.0,45.79999924,100.4000015,Office,0.0,Compliant,No Issue,24042296.0,12876330.0,0.98,2
329,2022,1700 SEVENTH BUILDING,NonResidential,1700 7TH AVE,98101,47.61399,-122.33523,DOWNTOWN,2000,23,1,747747,,35.29999924,98.80000305,Office,0.0,Compliant,No Issue,19449727.0,46200.0,0.14,0
330,2022,LLOYD BUILDING,NonResidential,603 STEWART ST,98101,47.61356,-122.33665,DOWNTOWN,1926,10,1,63409,,52.83051646693396,114.97467933940187,Office,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",737171.0,0.0,0.05,0
331,2022,TOWER BLDG,NonResidential,1809 7TH AVE,98101,47.61375,-122.33566,DOWNTOWN,1930,17,1,204790,96.0,32.59999847,82.59999847,Office,0.0,Compliant,No Issue,4436712.0,2116590.0,0.74,1
332,2022,TIMES SQUARE BUILDING (THE VANCE CORPORATION),NonResidential,414 OLIVE WAY,98101,47.61256,-122.33808,DOWNTOWN,1916,5,1,73399,77.0,40.59999847,113.5999985,Office,0.0,Compliant,No Issue,2977814.0,0.0,0.16,0
333,2022,PLAZA 600 BUILDING,NonResidential,600 STEWART ST,98101,47.61402,-122.33712,DOWNTOWN,1969,20,1,265851,80.0,64.5,119.0,Office,9497800.0,Compliant,No Issue,6380580.0,0.0,3.4,3
